TimeStamp,Attribute,Value
1/15/10 13:50,PRES,1037
1/15/10 14:01,Iprec,0
1/15/10 14:14,DEWP,-17
1/15/10 14:16,PRES,1037
1/15/10 14:23,HUMI,30
1/15/10 14:23,Iprec,0
1/15/10 14:28,cbwd,NW
1/15/10 14:44,PRES,1038
1/15/10 14:46,precipitation,0
1/15/10 15:02,precipitation,0
1/15/10 15:07,cbwd,cv
1/15/10 15:21,TEMP,-3
1/15/10 15:54,PRES,1037
1/15/10 15:55,Iprec,0
1/15/10 16:01,Iws,0.89
1/15/10 16:03,PM_USPost,37
1/15/10 16:07,cbwd,cv
1/15/10 16:10,DEWP,-15
1/15/10 16:27,precipitation,0
1/15/10 16:32,PM_USPost,64
1/15/10 16:33,TEMP,-3
1/15/10 16:45,Iws,0.89
1/15/10 16:50,Iws,2.23
1/15/10 16:56,PM_USPost,91
1/15/10 16:57,cbwd,cv
1/15/10 17:13,Iprec,0
1/15/10 17:37,HUMI,45
1/15/10 17:55,precipitation,0
1/15/10 18:01,PRES,1036
1/15/10 18:01,cbwd,cv
1/15/10 18:04,HUMI,53
1/15/10 18:05,PM_USPost,83
1/15/10 18:06,PRES,1037
1/15/10 18:07,Iws,1.79
1/15/10 18:17,DEWP,-15
1/15/10 18:17,PRES,1036
1/15/10 18:18,TEMP,-5
1/15/10 18:46,PRES,1037
1/15/10 18:53,precipitation,0
1/15/10 18:58,cbwd,SE
1/15/10 19:03,Iprec,0
1/15/10 19:20,precipitation,0
1/15/10 19:21,TEMP,-6
1/15/10 19:23,PRES,1036
1/15/10 19:28,HUMI,48
1/15/10 19:30,HUMI,48
1/15/10 19:30,PM_USPost,90
1/15/10 19:40,Iprec,0
1/15/10 19:44,Iws,3.58
1/15/10 19:45,DEWP,-15
1/15/10 19:45,cbwd,SE
1/15/10 19:48,DEWP,-14
1/15/10 19:51,precipitation,0
1/15/10 20:03,HUMI,61
1/15/10 20:15,DEWP,-14
1/15/10 20:17,Iws,1.78
1/15/10 20:30,DEWP,-14
1/15/10 20:32,TEMP,-6
1/15/10 20:35,Iprec,0
1/15/10 20:43,PM_USPost,102
1/15/10 20:47,TEMP,-6
1/15/10 20:53,TEMP,-8
1/15/10 21:15,Iws,0.89
1/15/10 21:32,precipitation,0
1/15/10 21:44,HUMI,78
1/15/10 21:49,Iprec,0
1/15/10 21:56,PRES,1036
1/15/10 22:13,TEMP,-10
1/15/10 22:15,cbwd,cv
1/15/10 22:16,cbwd,cv
1/15/10 22:29,precipitation,0
1/15/10 22:32,DEWP,-15
1/15/10 22:36,precipitation,0
1/15/10 22:40,cbwd,SE
1/15/10 23:06,DEWP,-15
1/15/10 23:13,TEMP,-13
1/15/10 23:17,TEMP,-11
1/15/10 23:45,PRES,1036
1/15/10 23:47,HUMI,72
1/15/10 23:53,Iprec,0
1/15/10 23:58,HUMI,78
1/16/10 0:23,Iws,2.67
1/16/10 0:26,PM_USPost,211
1/16/10 0:29,Iws,1.78
1/16/10 0:31,Iprec,0
1/16/10 0:35,Iprec,0
1/16/10 0:41,DEWP,-16
1/16/10 0:45,precipitation,0
1/16/10 0:53,PM_USPost,141
1/16/10 0:56,cbwd,cv
1/16/10 1:12,Iws,0.89
1/16/10 1:28,PM_USPost,242
1/16/10 1:31,HUMI,78
1/16/10 1:52,TEMP,-11
1/16/10 2:09,PRES,1035
1/16/10 2:16,PRES,1035
1/16/10 2:29,Iprec,0
1/16/10 2:30,precipitation,0
1/16/10 2:32,Iws,0.89
1/16/10 3:04,PM_USPost,147
1/16/10 3:19,cbwd,NE
1/16/10 3:42,Iprec,0
1/16/10 3:44,TEMP,-12
1/16/10 3:44,Iprec,0
1/16/10 3:47,precipitation,0
1/16/10 3:49,Iws,1.79
1/16/10 4:00,TEMP,-10
1/16/10 4:09,TEMP,-13
1/16/10 4:10,Iws,1.78
1/16/10 4:22,precipitation,0
1/16/10 4:29,DEWP,-15
1/16/10 4:39,HUMI,78
1/16/10 4:40,DEWP,-16
1/16/10 4:49,PRES,1034
1/16/10 4:51,precipitation,0
1/16/10 5:02,cbwd,NW
1/16/10 5:07,PM_USPost,114
1/16/10 5:13,Iprec,0
1/16/10 5:15,HUMI,72
1/16/10 5:20,TEMP,-10
1/16/10 5:36,Iws,2.68
1/16/10 5:38,DEWP,-14
1/16/10 5:39,precipitation,0
1/16/10 5:42,TEMP,-11
1/16/10 5:46,HUMI,66
1/16/10 5:51,DEWP,-15
1/16/10 6:17,Iprec,0
1/16/10 6:17,HUMI,72
1/16/10 6:22,cbwd,NW
1/16/10 6:40,TEMP,-11
1/16/10 6:48,HUMI,72
1/16/10 7:07,PM_USPost,102
1/16/10 7:08,Iprec,0
1/16/10 7:19,PRES,1034
1/16/10 7:29,Iws,4.47
1/16/10 7:33,precipitation,0
1/16/10 8:20,DEWP,-15
1/16/10 8:24,precipitation,0
1/16/10 8:29,PM_USPost,108
1/16/10 8:48,cbwd,NW
1/16/10 8:48,cbwd,NW
1/16/10 8:49,cbwd,NW
1/16/10 8:58,DEWP,-15
1/16/10 9:05,TEMP,-9
1/16/10 9:09,precipitation,0
1/16/10 9:13,Iprec,0
1/16/10 9:16,DEWP,-13
1/16/10 9:33,Iws,8.05
1/16/10 9:34,TEMP,-6
1/16/10 9:44,PM_USPost,135
1/16/10 9:49,DEWP,-14
1/16/10 9:57,cbwd,cv
1/16/10 10:17,Iws,0.89
1/16/10 10:18,DEWP,-14
1/16/10 10:19,DEWP,-13
1/16/10 10:21,HUMI,57
1/16/10 10:31,TEMP,-5
1/16/10 10:31,cbwd,NW
1/16/10 10:32,PM_USPost,148
1/16/10 10:36,PM_USPost,127
1/16/10 10:42,TEMP,-9
1/16/10 10:48,PRES,1034
1/16/10 10:50,Iprec,0
1/16/10 10:53,precipitation,0
1/16/10 11:04,Iprec,0
1/16/10 11:30,precipitation,0
1/16/10 11:38,HUMI,67
1/16/10 11:39,cbwd,cv
1/16/10 11:39,PRES,1034
1/16/10 11:40,Iprec,0
1/16/10 11:49,Iws,1.79
1/16/10 12:16,TEMP,-4
1/16/10 12:31,cbwd,cv
1/16/10 12:37,precipitation,0
1/16/10 12:50,PRES,1034
1/16/10 13:09,Iws,0.89
1/16/10 13:12,PM_USPost,128
1/16/10 13:20,DEWP,-12
1/16/10 13:28,DEWP,-12
1/16/10 13:29,cbwd,NW
1/16/10 13:42,PRES,1033
1/16/10 13:44,HUMI,53
1/16/10 13:52,Iws,1.78
1/16/10 14:06,Iprec,0
1/16/10 14:12,Iws,2.67
1/16/10 14:16,Iprec,0
1/16/10 14:21,HUMI,49
1/16/10 14:22,cbwd,cv
1/16/10 14:28,Iws,3.56
1/16/10 14:29,precipitation,0
1/16/10 14:34,TEMP,-3
1/16/10 14:41,DEWP,-12
1/16/10 14:52,PM_USPost,150
1/16/10 14:59,PRES,1031
1/16/10 15:13,PM_USPost,140
1/16/10 15:13,PRES,1030
1/16/10 15:33,TEMP,-3
1/16/10 15:50,PM_USPost,148
1/16/10 15:56,HUMI,49
1/16/10 16:15,DEWP,-12
1/16/10 16:30,Iprec,0
1/16/10 16:31,TEMP,-4
1/16/10 16:36,precipitation,0
1/16/10 16:46,TEMP,-3
1/16/10 17:03,cbwd,cv
1/16/10 17:10,Iws,0.89
1/16/10 17:11,TEMP,-7
1/16/10 17:12,PRES,1031
1/16/10 17:13,PRES,1031
1/16/10 17:16,TEMP,-7
1/16/10 17:16,precipitation,0
1/16/10 17:18,HUMI,53
1/16/10 17:32,Iprec,0
1/16/10 17:36,DEWP,-11
1/16/10 17:45,HUMI,58
1/16/10 17:58,precipitation,0
1/16/10 17:59,PM_USPost,154
1/16/10 18:09,DEWP,-11
1/16/10 18:20,PM_USPost,197
1/16/10 18:31,cbwd,NE
1/16/10 18:36,Iws,0.89
1/16/10 18:49,PRES,1032
1/16/10 19:02,Iprec,0
1/16/10 19:07,HUMI,67
1/16/10 19:09,HUMI,72
1/16/10 19:10,PM_USPost,261
1/16/10 19:13,TEMP,-8
1/16/10 19:14,TEMP,-9
1/16/10 19:15,DEWP,-12
1/16/10 19:19,PM_USPost,235
1/16/10 19:36,PRES,1032
1/16/10 19:47,cbwd,cv
1/16/10 19:57,cbwd,cv
1/16/10 20:00,HUMI,78
1/16/10 20:00,DEWP,-13
1/16/10 20:03,precipitation,0
1/16/10 20:09,HUMI,85
1/16/10 20:14,DEWP,-12
1/16/10 20:25,PM_USPost,269
1/16/10 20:38,Iprec,0
1/16/10 20:47,precipitation,0
1/16/10 20:55,Iws,1.78
1/16/10 20:57,Iws,2.23
1/16/10 21:10,precipitation,0
1/16/10 21:10,DEWP,-12
1/16/10 21:41,DEWP,-14
1/16/10 21:52,cbwd,NW
1/16/10 21:57,Iprec,0
1/16/10 22:07,DEWP,-15
1/16/10 22:10,Iprec,0
1/16/10 22:18,Iws,2.68
1/16/10 22:26,PRES,1032
1/16/10 22:28,cbwd,NW
1/16/10 22:30,TEMP,-11
1/16/10 22:33,PRES,1032
1/16/10 22:39,precipitation,0
1/16/10 22:56,PRES,1032
1/16/10 23:18,PRES,1032
1/16/10 23:32,PRES,1032
1/16/10 23:32,Iws,0.45
1/16/10 23:34,cbwd,NW
1/16/10 23:46,precipitation,0
1/16/10 23:46,PM_USPost,266
1/16/10 23:48,TEMP,-12
1/16/10 23:48,PM_USPost,241
1/16/10 23:58,Iws,0.89
1/17/10 0:01,Iprec,0
1/17/10 0:44,HUMI,78
1/17/10 0:54,cbwd,cv
1/17/10 0:58,precipitation,0
1/17/10 1:03,DEWP,-14
1/17/10 1:07,precipitation,0
1/17/10 1:42,Iws,5.81
1/17/10 1:43,HUMI,78
1/17/10 1:52,Iprec,0
1/17/10 2:04,TEMP,-12
1/17/10 2:25,cbwd,NW
1/17/10 2:25,PM_USPost,205
1/17/10 2:36,PRES,1031
1/17/10 2:42,Iprec,0
1/17/10 2:46,cbwd,cv
1/17/10 2:46,HUMI,78
1/17/10 2:54,TEMP,-11
1/17/10 2:54,Iws,1.34
1/17/10 3:05,HUMI,85
1/17/10 3:15,Iws,1.79
1/17/10 3:17,PRES,1031
1/17/10 3:23,TEMP,-11
1/17/10 3:25,TEMP,-12
1/17/10 3:25,PM_USPost,148
1/17/10 3:29,DEWP,-14
1/17/10 3:35,Iprec,0
1/17/10 3:35,precipitation,0
1/17/10 3:59,cbwd,NW
1/17/10 4:00,PM_USPost,150
1/17/10 4:01,DEWP,-14
1/17/10 4:06,Iws,6.71
1/17/10 4:15,Iws,3.58
1/17/10 4:16,DEWP,-14
1/17/10 4:16,HUMI,78
1/17/10 4:19,precipitation,0
1/17/10 4:21,TEMP,-10
1/17/10 4:35,Iprec,0
1/17/10 4:42,PRES,1031
1/17/10 5:05,PM_USPost,208
1/17/10 5:14,precipitation,0
1/17/10 5:27,cbwd,NW
1/17/10 5:36,DEWP,-14
1/17/10 5:49,HUMI,78
1/17/10 5:52,cbwd,NW
1/17/10 6:00,Iws,9.84
1/17/10 6:03,TEMP,-10
1/17/10 6:10,DEWP,-15
1/17/10 6:31,PRES,1030
1/17/10 6:31,Iprec,0
1/17/10 6:41,PM_USPost,209
1/17/10 6:45,PRES,1030
1/17/10 7:02,HUMI,66
1/17/10 7:16,TEMP,-11
1/17/10 7:19,PRES,1030
1/17/10 7:36,cbwd,NW
1/17/10 8:02,Iws,17.89
1/17/10 8:02,precipitation,0
1/17/10 8:14,TEMP,-6
1/17/10 8:17,precipitation,0
1/17/10 8:19,HUMI,62
1/17/10 8:23,TEMP,-8
1/17/10 8:41,Iprec,0
1/17/10 8:54,Iprec,0
1/17/10 8:58,cbwd,NW
1/17/10 8:59,Iws,11.63
1/17/10 9:02,Iws,0.45
1/17/10 9:16,HUMI,67
1/17/10 9:29,HUMI,62
1/17/10 9:34,TEMP,-5
1/17/10 9:38,PM_USPost,230
1/17/10 9:47,PM_USPost,182
1/17/10 10:02,PRES,1030
1/17/10 10:31,cbwd,cv
1/17/10 10:57,DEWP,-13
1/17/10 11:02,Iws,1.34
1/17/10 11:06,PRES,1028
1/17/10 11:07,DEWP,-11
1/17/10 11:26,Iprec,0
1/17/10 11:36,cbwd,cv
1/17/10 11:37,TEMP,-3
1/17/10 11:47,PRES,1030
1/17/10 11:54,PRES,1030
1/17/10 11:59,precipitation,0
1/17/10 12:18,TEMP,-1
1/17/10 12:19,PM_USPost,170
1/17/10 12:19,PRES,1027
1/17/10 12:20,cbwd,cv
1/17/10 12:51,precipitation,0
1/17/10 12:54,Iprec,0
1/17/10 13:00,precipitation,0
1/17/10 13:24,cbwd,cv
1/17/10 13:30,Iws,4.46
1/17/10 13:37,precipitation,0
1/17/10 13:38,Iws,3.12
1/17/10 13:47,DEWP,-11
1/17/10 13:57,Iws,4.01
1/17/10 14:15,DEWP,-10
1/17/10 14:18,Iprec,0
1/17/10 14:19,PM_USPost,166
1/17/10 14:20,HUMI,53
1/17/10 14:25,cbwd,SE
1/17/10 14:27,precipitation,0
1/17/10 14:27,HUMI,50
1/17/10 14:38,DEWP,-10
1/17/10 14:48,Iprec,0
1/17/10 14:53,PM_USPost,154
1/17/10 15:04,precipitation,0
1/17/10 15:05,precipitation,0
1/17/10 15:06,PRES,1027
1/17/10 15:09,PRES,1026
1/17/10 15:24,TEMP,-1
1/17/10 15:26,Iprec,0
1/17/10 15:30,cbwd,cv
1/17/10 15:31,Iws,1.78
1/17/10 15:56,HUMI,58
1/17/10 16:05,PRES,1026
1/17/10 16:16,TEMP,-5
1/17/10 16:18,TEMP,-1
1/17/10 16:32,cbwd,SE
1/17/10 16:35,cbwd,SE
1/17/10 16:38,PM_USPost,177
1/17/10 16:49,Iws,0.89
1/17/10 17:10,HUMI,73
1/17/10 17:14,Iprec,0
1/17/10 17:22,DEWP,-10
1/17/10 17:31,Iws,2.67
1/17/10 17:41,PM_USPost,250
1/17/10 17:43,Iprec,0
1/17/10 17:52,HUMI,50
1/17/10 18:05,DEWP,-11
1/17/10 18:10,precipitation,0
1/17/10 18:10,TEMP,-3
1/17/10 18:14,Iws,0.89
1/17/10 18:18,precipitation,0
1/17/10 18:22,Iws,0.45
1/17/10 18:24,HUMI,67
1/17/10 18:41,precipitation,0
1/17/10 19:27,PRES,1027
1/17/10 19:37,PRES,1027
1/17/10 19:44,cbwd,NE
1/17/10 19:49,TEMP,-7
1/17/10 19:59,PM_USPost,317
1/17/10 20:00,DEWP,-10
1/17/10 20:02,PM_USPost,268
1/17/10 20:09,Iprec,0
1/17/10 20:11,PRES,1027
1/17/10 20:36,HUMI,85
1/17/10 20:36,PM_USPost,291
1/17/10 20:38,TEMP,-6
1/17/10 21:05,TEMP,-7
1/17/10 21:05,TEMP,-9
1/17/10 21:16,Iws,1.35
1/17/10 21:17,HUMI,73
1/17/10 21:19,DEWP,-10
1/17/10 21:21,precipitation,0
1/17/10 21:31,TEMP,-9
1/17/10 21:40,Iws,0.9
1/17/10 21:55,DEWP,-12
1/17/10 22:02,cbwd,cv
1/17/10 22:10,TEMP,-10
1/17/10 22:18,Iws,0.89
1/17/10 22:20,DEWP,-11
1/17/10 22:21,PRES,1027
1/17/10 22:21,Iprec,0
1/17/10 22:22,Iprec,0
1/17/10 22:25,DEWP,-12
1/17/10 22:44,precipitation,0
1/17/10 22:54,HUMI,79
1/17/10 22:55,precipitation,0
1/17/10 23:04,precipitation,0
1/17/10 23:11,cbwd,NE
1/17/10 23:15,DEWP,-13
1/17/10 23:21,Iprec,0
1/17/10 23:22,PM_USPost,313
1/17/10 23:31,HUMI,78
1/17/10 23:45,PM_USPost,303
1/18/10 0:07,Iprec,0
1/18/10 0:18,Iprec,0
1/18/10 0:19,Iprec,0
1/18/10 0:23,TEMP,-11
1/18/10 0:26,PRES,1028
1/18/10 0:27,PRES,1027
1/18/10 0:28,PRES,1028
1/18/10 0:28,HUMI,85
1/18/10 0:31,precipitation,0
1/18/10 0:32,cbwd,NW
1/18/10 1:02,HUMI,85
1/18/10 1:11,cbwd,cv
1/18/10 1:20,TEMP,-10
1/18/10 1:23,precipitation,0
1/18/10 1:41,HUMI,85
1/18/10 1:42,Iws,4.92
1/18/10 1:51,PM_USPost,282
1/18/10 2:00,cbwd,NW
1/18/10 2:22,PM_USPost,407
1/18/10 2:26,HUMI,85
1/18/10 2:29,precipitation,0
1/18/10 2:40,TEMP,-11
1/18/10 2:42,DEWP,-11
1/18/10 3:15,precipitation,0
1/18/10 3:24,PRES,1028
1/18/10 3:31,DEWP,-13
1/18/10 3:34,PM_USPost,349
1/18/10 3:47,cbwd,NE
1/18/10 3:49,DEWP,-13
1/18/10 3:52,Iws,6.71
1/18/10 3:59,Iprec,0
1/18/10 4:04,PRES,1028
1/18/10 4:08,PRES,1028
1/18/10 4:18,precipitation,0
1/18/10 4:25,DEWP,-13
1/18/10 4:33,Iprec,0
1/18/10 4:38,TEMP,-11
1/18/10 4:56,TEMP,-11
1/18/10 5:07,Iws,7.6
1/18/10 5:19,PM_USPost,361
1/18/10 5:24,precipitation,0
1/18/10 5:29,cbwd,NW
1/18/10 5:31,Iprec,0
1/18/10 5:35,PRES,1027
1/18/10 5:48,TEMP,-11
1/18/10 6:21,Iws,1.79
1/18/10 6:21,DEWP,-14
1/18/10 6:24,precipitation,0
1/18/10 6:38,HUMI,78
1/18/10 6:39,PM_USPost,147
1/18/10 6:44,Iws,0.89
1/18/10 6:52,HUMI,85
1/18/10 7:05,Iws,9.83
1/18/10 7:08,PM_USPost,149
1/18/10 7:09,cbwd,NW
1/18/10 7:45,Iws,4.02
1/18/10 7:49,HUMI,78
1/18/10 8:14,cbwd,NW
1/18/10 8:27,precipitation,0
1/18/10 8:27,DEWP,-14
1/18/10 8:45,PRES,1028
1/18/10 8:47,PM_USPost,161
1/18/10 8:50,PRES,1028
1/18/10 8:50,HUMI,67
1/18/10 9:27,PRES,1028
1/18/10 9:53,Iprec,0
1/18/10 9:56,DEWP,-11
1/18/10 10:01,PM_USPost,137
1/18/10 10:19,TEMP,-6
1/18/10 10:22,cbwd,NW
1/18/10 10:30,DEWP,-10
1/18/10 10:30,HUMI,67
1/18/10 10:35,Iprec,0
1/18/10 10:36,HUMI,58
1/18/10 10:37,precipitation,0
1/18/10 10:46,Iprec,0
1/18/10 10:58,cbwd,NW
1/18/10 11:08,TEMP,-1
1/18/10 11:18,Iprec,0
1/18/10 11:20,PM_USPost,144
1/18/10 11:20,TEMP,-3
1/18/10 11:21,PM_USPost,146
1/18/10 11:27,PRES,1026
1/18/10 11:29,cbwd,NW
1/18/10 11:40,DEWP,-9
1/18/10 11:45,PRES,1027
1/18/10 11:46,precipitation,0
1/18/10 11:59,TEMP,0
1/18/10 12:07,PRES,1028
1/18/10 12:10,PM_USPost,173
1/18/10 12:14,precipitation,0
1/18/10 12:26,Iws,1.79
1/18/10 12:31,Iws,15.2
1/18/10 12:39,precipitation,0
1/18/10 13:06,PM_USPost,188
1/18/10 13:19,DEWP,-9
1/18/10 13:22,PM_USPost,154
1/18/10 13:27,DEWP,-8
1/18/10 13:40,precipitation,0
1/18/10 13:42,Iws,16.99
1/18/10 13:47,HUMI,47
1/18/10 13:54,cbwd,NW
1/18/10 14:11,HUMI,50
1/18/10 14:18,Iws,0.89
1/18/10 14:20,HUMI,50
1/18/10 14:21,DEWP,-9
1/18/10 14:25,PRES,1025
1/18/10 14:30,precipitation,0
1/18/10 14:37,TEMP,1
1/18/10 15:05,TEMP,1
1/18/10 15:17,cbwd,SE
1/18/10 15:17,precipitation,0
1/18/10 15:21,Iprec,0
1/18/10 15:26,DEWP,-9
1/18/10 15:45,PRES,1025
1/18/10 15:58,cbwd,NE
1/18/10 16:02,Iprec,0
1/18/10 16:03,PRES,1025
1/18/10 16:18,Iprec,0
1/18/10 16:20,precipitation,0
1/18/10 16:21,cbwd,cv
1/18/10 16:26,PM_USPost,233
1/18/10 16:33,HUMI,47
1/18/10 17:01,DEWP,-7
1/18/10 17:14,cbwd,SE
1/18/10 17:14,DEWP,-8
1/18/10 17:16,Iws,2.68
1/18/10 17:20,PM_USPost,203
1/18/10 17:22,Iprec,0
1/18/10 17:27,TEMP,-1
1/18/10 17:30,PM_USPost,408
1/18/10 17:31,precipitation,0
1/18/10 17:37,PRES,1025
1/18/10 17:54,TEMP,-3
1/18/10 18:01,PRES,1026
1/18/10 18:09,HUMI,73
1/18/10 18:11,cbwd,SE
1/18/10 18:14,DEWP,-5
1/18/10 18:14,cbwd,cv
1/18/10 18:16,PRES,1025
1/18/10 18:22,HUMI,63
1/18/10 18:37,HUMI,79
1/18/10 18:56,Iprec,0
1/18/10 18:59,Iprec,0
1/18/10 19:09,cbwd,cv
1/18/10 19:15,Iws,0.89
1/18/10 19:32,Iws,0.89
1/18/10 19:34,HUMI,68
1/18/10 19:36,Iws,0.89
1/18/10 19:48,HUMI,74
1/18/10 19:52,TEMP,-2
1/18/10 19:54,Iprec,0
1/18/10 20:03,cbwd,NW
1/18/10 20:07,PM_USPost,403
1/18/10 20:10,DEWP,-7
1/18/10 20:17,precipitation,0
1/18/10 20:26,DEWP,-5
1/18/10 20:27,Iprec,0
1/18/10 20:36,DEWP,-5
1/18/10 20:42,PRES,1025
1/18/10 20:59,Iprec,0
1/18/10 21:09,PRES,1026
1/18/10 21:23,DEWP,-6
1/18/10 21:40,Iws,3.58
1/18/10 21:40,PM_USPost,360
1/18/10 22:11,precipitation,0
1/18/10 22:34,PRES,1026
1/18/10 22:41,Iws,1.79
1/18/10 22:43,cbwd,NW
1/18/10 22:49,precipitation,0
1/18/10 22:55,HUMI,74
1/18/10 22:59,PRES,1026
1/18/10 23:15,PM_USPost,358
1/18/10 23:16,PM_USPost,402
1/18/10 23:17,Iws,0.89
1/18/10 23:31,cbwd,cv
1/18/10 23:34,DEWP,-5
1/18/10 23:56,cbwd,NW
1/18/10 23:56,precipitation,0
1/19/10 0:13,HUMI,74
1/19/10 0:19,cbwd,NW
1/19/10 0:22,Iws,4.92
1/19/10 0:24,TEMP,-1
1/19/10 0:47,Iprec,0
1/19/10 1:50,Iws,6.71
1/19/10 2:00,PM_USPost,274
1/19/10 2:05,PRES,1024
1/19/10 2:18,DEWP,-4
1/19/10 2:28,Iprec,0
1/19/10 2:33,PM_USPost,332
1/19/10 2:37,DEWP,-5
1/19/10 2:44,PM_USPost,302
1/19/10 2:50,Iprec,0
1/19/10 3:24,HUMI,74
1/19/10 3:26,DEWP,-4
1/19/10 3:38,precipitation,0
1/19/10 3:50,Iws,10.29
1/19/10 4:01,precipitation,0
1/19/10 4:13,HUMI,80
1/19/10 4:35,HUMI,80
1/19/10 4:35,precipitation,0
1/19/10 4:41,Iws,12.07
1/19/10 5:08,PM_USPost,330
1/19/10 5:18,TEMP,-1
1/19/10 5:19,precipitation,0
1/19/10 5:21,TEMP,-1
1/19/10 5:24,DEWP,-4
1/19/10 5:30,Iws,11.18
1/19/10 5:33,TEMP,-1
1/19/10 5:35,cbwd,NW
1/19/10 5:37,PRES,1021
1/19/10 5:57,Iprec,0
1/19/10 6:03,PRES,1021
1/19/10 6:03,DEWP,-4
1/19/10 6:09,cbwd,cv
1/19/10 6:11,PRES,1021
1/19/10 6:15,Iprec,0
1/19/10 6:17,PM_USPost,297
1/19/10 6:33,cbwd,NW
1/19/10 6:34,cbwd,NW
1/19/10 6:34,Iprec,0
1/19/10 7:04,PRES,1021
1/19/10 7:31,precipitation,0
1/19/10 7:43,HUMI,80
1/19/10 8:09,precipitation,0
1/19/10 8:14,TEMP,0
1/19/10 8:17,Iprec,0
1/19/10 8:22,DEWP,-4
1/19/10 8:22,PM_USPost,331
1/19/10 8:34,HUMI,74
1/19/10 8:35,HUMI,80
1/19/10 8:45,DEWP,-4
1/19/10 8:47,HUMI,74
1/19/10 8:52,TEMP,-1
1/19/10 8:56,DEWP,-4
1/19/10 9:17,TEMP,0
1/19/10 9:42,PM_USPost,323
1/19/10 9:44,precipitation,0
1/19/10 9:45,Iprec,0
1/19/10 9:56,Iws,0.89
1/19/10 9:59,PRES,1021
1/19/10 10:00,Iprec,0
1/19/10 10:04,HUMI,74
1/19/10 10:10,PM_USPost,301
1/19/10 10:20,PRES,1021
1/19/10 10:44,PRES,1021
1/19/10 10:56,Iws,1.79
1/19/10 10:58,TEMP,0
1/19/10 11:01,DEWP,-5
1/19/10 11:06,PRES,1019
1/19/10 11:06,Iws,0.89
1/19/10 11:14,precipitation,0
1/19/10 11:14,PM_USPost,339
1/19/10 11:38,cbwd,cv
1/19/10 11:56,cbwd,cv
1/19/10 12:01,TEMP,1
1/19/10 12:03,HUMI,64
1/19/10 12:03,HUMI,69
1/19/10 12:15,Iws,1.79
1/19/10 12:25,Iws,1.34
1/19/10 12:33,TEMP,1
1/19/10 12:57,precipitation,0
1/19/10 13:03,PRES,1018
1/19/10 13:04,TEMP,1
1/19/10 13:06,PM_USPost,336
1/19/10 13:29,TEMP,2
1/19/10 13:30,precipitation,0
1/19/10 13:36,DEWP,-4
1/19/10 13:49,DEWP,-3
1/19/10 14:03,DEWP,-4
1/19/10 14:10,precipitation,0
1/19/10 14:23,cbwd,cv
1/19/10 14:41,Iws,0.45
1/19/10 14:46,Iws,0.89
1/19/10 14:59,cbwd,cv
1/19/10 15:03,PRES,1018
1/19/10 15:06,TEMP,2
1/19/10 15:11,HUMI,69
1/19/10 15:12,cbwd,NE
1/19/10 15:12,Iprec,0
1/19/10 15:15,PRES,1018
1/19/10 15:17,HUMI,69
1/19/10 15:19,HUMI,69
1/19/10 15:25,PM_USPost,313
1/19/10 15:48,precipitation,0
1/19/10 15:59,Iprec,0
1/19/10 16:25,PM_USPost,426
1/19/10 16:31,Iws,0.89
1/19/10 16:33,cbwd,NE
1/19/10 16:47,DEWP,-3
1/19/10 16:54,HUMI,74
1/19/10 16:56,PRES,1018
1/19/10 16:57,DEWP,-2
1/19/10 17:04,Iws,0.89
1/19/10 17:08,Iprec,0
1/19/10 17:09,cbwd,NW
1/19/10 17:22,DEWP,-3
1/19/10 17:24,PM_USPost,357
1/19/10 17:32,PM_USPost,485
1/19/10 17:33,Iws,1.34
1/19/10 17:51,HUMI,74
1/19/10 18:23,precipitation,0
1/19/10 18:33,PRES,1018
1/19/10 18:40,PRES,1020
1/19/10 18:44,DEWP,-3
1/19/10 18:46,TEMP,2
1/19/10 18:47,TEMP,1
1/19/10 18:47,cbwd,cv
1/19/10 18:50,precipitation,0
1/19/10 18:57,TEMP,2
1/19/10 19:28,PM_USPost,374
1/19/10 19:34,DEWP,-3
1/19/10 19:39,Iprec,0
1/19/10 19:47,TEMP,1
1/19/10 19:55,HUMI,69
1/19/10 19:57,cbwd,NW
1/19/10 20:13,PRES,1020
1/19/10 20:13,Iws,1.79
1/19/10 20:23,Iprec,0
1/19/10 20:29,DEWP,-3
1/19/10 20:56,Iws,4.92
1/19/10 20:56,Iprec,0
1/19/10 20:58,HUMI,80
1/19/10 21:06,precipitation,0
1/19/10 21:13,precipitation,0
1/19/10 21:27,PRES,1020
1/19/10 21:28,DEWP,-3
1/19/10 21:37,HUMI,80
1/19/10 21:41,HUMI,74
1/19/10 21:51,HUMI,74
1/19/10 21:54,cbwd,NW
1/19/10 22:25,Iprec,0
1/19/10 22:25,Iws,6.71
1/19/10 22:35,Iws,8.5
1/19/10 22:36,TEMP,0
1/19/10 22:36,Iprec,0
1/19/10 23:13,cbwd,NW
1/19/10 23:23,cbwd,NW
1/19/10 23:24,HUMI,86
1/19/10 23:36,TEMP,0
1/19/10 23:36,Iprec,0
1/19/10 23:38,PM_USPost,343
1/19/10 23:41,PM_USPost,364
1/19/10 23:57,Iprec,0
1/19/10 23:57,DEWP,-3
1/20/10 0:09,DEWP,-2
1/20/10 0:10,PM_USPost,389
1/20/10 0:14,PRES,1022
1/20/10 0:16,DEWP,-2
1/20/10 0:21,cbwd,NW
